id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority
338.0,Female,11228803200.0,8,Clerical,15900.0,10200.0,74.0,43.0,No
339.0,Female,11362550400.0,8,Clerical,23700.0,10650.0,74.0,281.0,No
340.0,Female,11094105600.0,8,Clerical,21750.0,12450.0,74.0,318.0,No
341.0,Male,11432102400.0,12,Manager,59400.0,33750.0,74.0,272.0,Yes
342.0,Female,11538201600.0,12,Clerical,24450.0,14250.0,74.0,117.0,Yes
343.0,Male,11696659200.0,16,Manager,103500.0,60000.0,73.0,150.0,No
344.0,Male,12023078400.0,12,Clerical,35700.0,16500.0,73.0,72.0,No
345.0,Female,12198556800.0,12,Clerical,22200.0,16500.0,73.0,7.0,No
346.0,Female,12175920000.0,15,Clerical,22950.0,13950.0,73.0,22.0,No
347.0,Female,11418019200.0,12,Clerical,23100.0,12000.0,73.0,228.0,No
348.0,Female,11980828800.0,16,Manager,56750.0,30000.0,73.0,15.0,No
349.0,Female,11216448000.0,17,Clerical,29100.0,12750.0,73.0,375.0,No
350.0,Female,11250576000.0,12,Clerical,37650.0,15750.0,73.0,132.0,No
351.0,Female,12095395200.0,12,Clerical,27900.0,13500.0,73.0,32.0,No
352.0,Female,11080195200.0,8,Clerical,21150.0,12000.0,73.0,159.0,No
353.0,Male,11751868800.0,12,Custodial,31200.0,15750.0,73.0,155.0,Yes
354.0,Female,11472969600.0,12,Clerical,20550.0,11250.0,73.0,154.0,Yes
355.0,Male,11947305600.0,15,Clerical,25950.0,17250.0,72.0,83.0,No
356.0,Male,12088656000.0,15,Clerical,28350.0,15000.0,72.0,48.0,No
357.0,Female,11021616000.0,8,Clerical,17700.0,10200.0,72.0,184.0,No
358.0,Female,11407564800.0,15,Clerical,23550.0,13500.0,72.0,49.0,No
359.0,Female,11318227200.0,12,Clerical,19950.0,10200.0,72.0,56.0,No
360.0,Female,12175488000.0,12,Clerical,29400.0,15300.0,72.0,30.0,No
361.0,Female,12106886400.0,12,Clerical,28800.0,13950.0,72.0,18.0,No
362.0,Female,11186380800.0,8,Clerical,16950.0,10200.0,72.0,319.0,No
363.0,Male,11727676800.0,16,Clerical,35700.0,18000.0,72.0,138.0,Yes
364.0,Female,11500790400.0,12,Clerical,17400.0,10200.0,72.0,116.0,Yes
365.0,Female,11550038400.0,8,Clerical,21450.0,10200.0,72.0,194.0,Yes
366.0,Female,11942208000.0,12,Clerical,24750.0,12000.0,72.0,68.0,Yes
367.0,Female,11347948800.0,12,Clerical,16950.0,10200.0,72.0,271.0,Yes
368.0,Female,11384582400.0,12,Clerical,26100.0,13500.0,72.0,169.0,Yes
369.0,Male,12152073600.0,14,Clerical,28050.0,15000.0,71.0,15.0,No
370.0,Female,12000096000.0,16,Clerical,36600.0,18000.0,71.0,12.0,No
371.0,Female,12101270400.0,16,Manager,58125.0,18000.0,71.0,11.0,No
372.0,Male,11134972800.0,15,Clerical,21300.0,15750.0,70.0,372.0,No
373.0,Male,11582697600.0,12,Clerical,22500.0,16500.0,70.0,216.0,No
374.0,Male,12142483200.0,15,Clerical,29400.0,15750.0,70.0,15.0,No
375.0,Male,12117340800.0,12,Clerical,27450.0,14700.0,70.0,41.0,No
376.0,Male,12054355200.0,15,Clerical,29850.0,15750.0,70.0,48.0,No
377.0,Male,12090297600.0,15,Clerical,25350.0,15750.0,70.0,56.0,No
378.0,Female,10979798400.0,8,Clerical,15750.0,10200.0,70.0,275.0,No
379.0,Female,11220854400.0,8,Clerical,19650.0,13050.0,70.0,102.0,No
380.0,Female,11308723200.0,12,Clerical,21000.0,13500.0,70.0,82.0,No
381.0,Male,11478844800.0,17,Clerical,27000.0,18000.0,70.0,192.0,Yes
382.0,Male,11897452800.0,12,Clerical,24000.0,15750.0,70.0,120.0,Yes
383.0,Male,11948601600.0,17,Manager,78500.0,28740.0,70.0,67.0,Yes
384.0,Female,11773123200.0,12,Clerical,20850.0,13050.0,70.0,127.0,Yes
385.0,Male,10980662400.0,12,Custodial,30000.0,15750.0,69.0,348.0,No
386.0,Male,11103091200.0,8,Custodial,28500.0,15750.0,69.0,174.0,No
387.0,Male,12064464000.0,19,Manager,65000.0,31980.0,69.0,74.0,No
388.0,Male,11872310400.0,14,Clerical,30150.0,16500.0,69.0,110.0,No
389.0,Male,11881209600.0,19,Manager,66875.0,32490.0,69.0,81.0,No
390.0,Female,12183264000.0,15,Clerical,24150.0,13500.0,69.0,7.0,No
391.0,Female,12188793600.0,12,Clerical,24450.0,12450.0,69.0,12.0,No
392.0,Female,12230697600.0,12,Clerical,21600.0,12000.0,69.0,missing,No
393.0,Female,12202876800.0,12,Clerical,27900.0,12450.0,69.0,missing,No
394.0,Female,12222316800.0,8,Clerical,29100.0,12450.0,69.0,17.0,No
395.0,Female,12225168000.0,12,Clerical,22650.0,11250.0,69.0,2.0,No
396.0,Female,12239078400.0,12,Clerical,20850.0,11250.0,69.0,missing,No
397.0,Female,12220761600.0,12,Clerical,22950.0,12300.0,69.0,5.0,No
398.0,Female,12247372800.0,12,Clerical,30600.0,12450.0,69.0,5.0,No
399.0,Female,12222489600.0,12,Clerical,20400.0,11250.0,69.0,missing,No
400.0,Female,12206592000.0,12,Clerical,23850.0,12750.0,69.0,20.0,No
401.0,Female,12225600000.0,12,Clerical,22800.0,11250.0,69.0,missing,No
402.0,Female,12222576000.0,12,Clerical,20700.0,11250.0,69.0,2.0,No
403.0,Female,12229488000.0,12,Clerical,21300.0,11250.0,69.0,3.0,Yes
404.0,Female,11693289600.0,12,Clerical,24300.0,15000.0,69.0,121.0,Yes
405.0,Female,11415513600.0,12,Clerical,19650.0,13950.0,69.0,133.0,Yes
406.0,Male,12085545600.0,17,Manager,60000.0,32490.0,68.0,17.0,No
407.0,Male,12083040000.0,15,Clerical,30300.0,15750.0,68.0,55.0,No
408.0,Male,12033619200.0,19,Manager,61250.0,33000.0,68.0,9.0,No
409.0,Male,11994912000.0,19,Clerical,36000.0,19500.0,68.0,21.0,No
410.0,Female,11336457600.0,8,Clerical,25200.0,18750.0,68.0,344.0,No
411.0,Female,11008656000.0,12,Clerical,16200.0,10200.0,68.0,180.0,No
412.0,Female,12233721600.0,12,Clerical,22800.0,11250.0,68.0,2.0,No
413.0,Female,12099283200.0,16,Manager,43500.0,19500.0,68.0,11.0,No
414.0,Male,11935987200.0,8,Custodial,30300.0,15750.0,68.0,155.0,Yes
415.0,Male,12008908800.0,15,Clerical,31950.0,15750.0,68.0,70.0,Yes
416.0,Male,12062908800.0,15,Clerical,35250.0,13500.0,67.0,6.0,No
417.0,Male,12142137600.0,15,Clerical,37800.0,15000.0,67.0,36.0,No
418.0,Male,12075004800.0,15,Clerical,31200.0,15750.0,67.0,46.0,No
419.0,Male,12055305600.0,15,Clerical,29400.0,16500.0,67.0,68.0,No
420.0,Male,11826086400.0,19,Manager,70000.0,35040.0,67.0,75.0,No
421.0,Male,11961648000.0,15,Clerical,33900.0,15750.0,67.0,96.0,No
422.0,Male,12015734400.0,15,Clerical,27150.0,16500.0,67.0,78.0,No
423.0,Female,11156400000.0,12,Clerical,22200.0,13800.0,67.0,196.0,No
424.0,Female,12109219200.0,15,Clerical,31350.0,11100.0,67.0,47.0,No
425.0,Female,11337926400.0,12,Clerical,20850.0,13500.0,67.0,181.0,No
426.0,Male,11677219200.0,16,Clerical,33300.0,17490.0,67.0,120.0,Yes
427.0,Male,11345270400.0,8,Clerical,26250.0,16050.0,67.0,97.0,Yes
428.0,Male,12035001600.0,15,Clerical,31950.0,15750.0,67.0,58.0,Yes
429.0,Male,11481350400.0,8,Custodial,30000.0,15750.0,67.0,305.0,Yes
430.0,Male,11787811200.0,19,Manager,66250.0,34980.0,67.0,99.0,Yes
431.0,Male,11873433600.0,18,Manager,86250.0,45000.0,66.0,50.0,No
432.0,Male,12036124800.0,12,Clerical,30750.0,15000.0,66.0,56.0,No
433.0,Male,12120624000.0,12,Clerical,33540.0,15750.0,66.0,47.0,No
434.0,Male,,16,Clerical,34950.0,20250.0,66.0,55.0,No
435.0,Male,12042432000.0,15,Clerical,40350.0,16500.0,66.0,80.0,No
436.0,Male,12074227200.0,12,Clerical,30270.0,15750.0,66.0,80.0,No
437.0,Male,11073024000.0,8,Clerical,26250.0,16050.0,66.0,264.0,No
438.0,Male,12054528000.0,15,Clerical,32400.0,15000.0,66.0,64.0,No
439.0,Female,12234499200.0,12,Clerical,20400.0,11250.0,66.0,missing,No
440.0,Female,11520576000.0,8,Clerical,24150.0,12750.0,66.0,96.0,No
441.0,Female,11575094400.0,15,Clerical,23850.0,13500.0,66.0,122.0,No
442.0,Female,12178771200.0,12,Clerical,29700.0,13500.0,66.0,26.0,No
443.0,Female,10928995200.0,8,Clerical,21600.0,13500.0,66.0,228.0,No
444.0,Female,11957673600.0,12,Clerical,24450.0,15750.0,66.0,87.0,No
445.0,Male,12017030400.0,15,Clerical,28050.0,16500.0,66.0,84.0,Yes
446.0,Male,11859177600.0,16,Manager,100000.0,44100.0,66.0,128.0,Yes
447.0,Male,11951107200.0,15,Clerical,49000.0,20550.0,66.0,86.0,Yes
448.0,Female,11065161600.0,12,Clerical,16350.0,10200.0,66.0,163.0,Yes
449.0,Male,12093235200.0,16,Manager,70000.0,21750.0,65.0,19.0,No
450.0,Male,11731824000.0,19,Manager,55000.0,34980.0,65.0,129.0,No
451.0,Male,12205036800.0,15,Clerical,28500.0,14250.0,65.0,20.0,No
452.0,Male,11702275200.0,12,Clerical,28800.0,18000.0,65.0,210.0,No
453.0,Male,10975910400.0,15,Clerical,24450.0,15750.0,65.0,338.0,No
454.0,Male,12079584000.0,19,Manager,90625.0,31250.0,65.0,18.0,No
455.0,Male,12031372800.0,16,Manager,43650.0,19500.0,65.0,19.0,No
456.0,Male,11897193600.0,19,Manager,75000.0,42510.0,65.0,54.0,No
457.0,Male,12168921600.0,15,Clerical,31650.0,14250.0,65.0,10.0,No
458.0,Male,12077683200.0,19,Manager,61875.0,28740.0,65.0,26.0,No
459.0,Female,12254371200.0,12,Clerical,21750.0,11250.0,65.0,missing,No
460.0,Female,12207110400.0,12,Clerical,22500.0,12750.0,65.0,24.0,No
461.0,Female,11394172800.0,8,Clerical,21600.0,13500.0,65.0,173.0,No
462.0,Female,12023510400.0,16,Manager,34410.0,19500.0,65.0,79.0,No
463.0,Female,11108102400.0,15,Clerical,20700.0,14250.0,65.0,241.0,No
464.0,Male,11973657600.0,19,Manager,47550.0,33000.0,64.0,27.0,No
465.0,Male,11984198400.0,12,Clerical,33900.0,16500.0,64.0,106.0,No
466.0,Female,11539411200.0,12,Clerical,23400.0,13500.0,64.0,198.0,No
467.0,Female,12144470400.0,16,Clerical,32850.0,19500.0,64.0,20.0,No
468.0,Female,12090211200.0,16,Manager,55750.0,19980.0,64.0,36.0,No
469.0,Female,12043123200.0,15,Clerical,25200.0,13950.0,64.0,57.0,No
470.0,Male,12031804800.0,12,Clerical,26250.0,15750.0,64.0,69.0,Yes
471.0,Male,12111638400.0,15,Clerical,26400.0,15750.0,64.0,32.0,Yes
472.0,Male,12097555200.0,15,Clerical,39150.0,15750.0,63.0,46.0,No
473.0,Female,11206339200.0,12,Clerical,21450.0,12750.0,63.0,139.0,No
474.0,Female,12182918400.0,12,Clerical,29400.0,14250.0,63.0,9.0,No
